education,absences,extrovert,prior_sales,recruit,grammar,first,revenue
GED,1,LOW,7,FAIR,4,107,326
COL,5,MED,0,WEB,9,181,361
HS,1,MED,4,REF,3,158,386
GED,1,MED,3,WEB,7,233,318
HS,5,MED,3,REF,8,263,277
HS,0,HIGH,2,REF,8,184,402
COL,1,LOW,4,WEB,3,224,282
HS,3,HIGH,5,WEB,7,196,600
HS,2,LOW,3,REF,6,245,286
GED,1,MED,0,WEB,6,208,390
COL,3,MED,15,WEB,5,268,310
HS,2,HIGH,3,REF,5,258,378
HS,2,MED,0,REF,7,294,317
HS,3,MED,4,FAIR,7,290,222
HS,1,MED,2,WEB,5,372,291
HS,3,LOW,7,REF,7,269,285
GED,1,MED,4,FAIR,4,242,403
HS,1,LOW,2,WEB,9,211,303
COL,2,LOW,5,WEB,7,323,671
HS,6,MED,0,FAIR,2,326,204
HS,2,HIGH,4,REF,7,202,371
HS,2,MED,3,REF,6,132,246
GED,2,HIGH,4,FAIR,7,231,494
HS,3,HIGH,7,WEB,8,271,977
HS,1,HIGH,14,WEB,8,231,592
COL,5,MED,0,FAIR,4,257,218
GED,4,LOW,6,FAIR,6,159,517
HS,2,MED,6,WEB,4,265,367
HS,6,MED,4,WEB,0,187,250
HS,7,MED,0,WEB,6,129,340
HS,3,MED,5,WEB,4,352,285
HS,2,MED,8,WEB,1,123,275
HS,0,MED,8,WEB,6,198,439
HS,2,HIGH,6,WEB,2,218,317
HS,5,MED,4,WEB,2,141,84
GED,5,MED,4,REF,1,173,282
HS,1,HIGH,7,REF,9,243,414
HS,1,MED,2,WEB,3,315,362
HS,4,MED,4,WEB,6,309,300
HS,1,MED,3,WEB,6,187,278
COL,1,MED,5,WEB,3,173,563
HS,2,HIGH,5,REF,3,387,571
HS,4,HIGH,0,FAIR,7,253,356
HS,2,MED,0,FAIR,5,346,328
HS,1,HIGH,5,WEB,7,229,428
HS,3,LOW,0,WEB,6,151,181
COL,6,HIGH,5,WEB,6,377,382
GED,2,MED,5,WEB,5,321,402
HS,6,MED,0,REF,4,197,309
HS,2,MED,0,WEB,7,172,255
GED,5,MED,7,REF,3,260,277
GED,1,HIGH,3,WEB,8,125,495
GED,5,LOW,3,WEB,5,183,314
COL,3,LOW,2,FAIR,8,170,256
COL,2,HIGH,6,WEB,1,171,305
GED,1,MED,0,FAIR,6,330,339
HS,2,MED,6,FAIR,4,301,335
HS,1,HIGH,2,WEB,4,165,694
GED,3,HIGH,6,WEB,8,197,500
HS,4,MED,0,WEB,2,339,274
HS,3,MED,0,WEB,6,289,318
HS,5,MED,5,WEB,4,324,428
GED,1,MED,0,REF,8,190,468
HS,2,MED,8,WEB,4,144,478
GED,5,HIGH,8,REF,9,350,543
COL,3,HIGH,0,WEB,6,304,331
HS,4,MED,4,WEB,8,195,297
GED,5,MED,5,WEB,4,180,241
HS,2,HIGH,6,WEB,5,195,243
HS,4,HIGH,4,FAIR,8,222,181
COL,1,MED,4,REF,5,202,353
HS,1,MED,7,WEB,6,179,645
HS,5,MED,3,FAIR,6,162,338
HS,2,MED,2,REF,6,177,341
HS,1,MED,5,WEB,7,332,420
HS,3,MED,5,WEB,5,131,528
COL,6,LOW,6,FAIR,8,285,246
COL,4,HIGH,8,WEB,3,145,659
GED,5,MED,6,FAIR,6,125,139
HS,3,HIGH,2,REF,6,143,396
GED,2,MED,4,WEB,6,341,370
GED,2,HIGH,3,REF,7,215,381
HS,4,MED,4,FAIR,4,217,279
HS,2,MED,4,FAIR,4,169,391
HS,2,HIGH,2,REF,5,238,411
HS,5,HIGH,6,FAIR,4,183,222
GED,1,MED,6,FAIR,9,172,435
HS,1,MED,0,WEB,6,301,320
HS,6,MED,5,FAIR,2,176,239
HS,9,HIGH,5,WEB,3,266,407
HS,1,LOW,5,WEB,8,302,322
HS,1,MED,0,REF,1,201,198
HS,5,HIGH,3,REF,6,293,332
HS,4,MED,0,WEB,6,144,204
HS,6,HIGH,0,REF,6,321,357
HS,1,HIGH,7,FAIR,2,190,283
GED,3,MED,3,WEB,3,209,323
HS,3,LOW,3,FAIR,7,303,341
GED,2,LOW,4,WEB,3,215,232
HS,5,LOW,3,WEB,8,480,244
HS,5,HIGH,7,FAIR,3,301,367
HS,2,MED,8,WEB,1,191,240
HS,3,MED,0,REF,4,196,329
COL,2,LOW,0,REF,7,203,252
HS,2,MED,5,FAIR,3,260,504
HS,10,HIGH,4,FAIR,8,173,287
HS,4,LOW,7,WEB,2,233,216
HS,9,MED,4,FAIR,2,279,303
HS,6,MED,0,WEB,3,291,277
GED,2,HIGH,0,FAIR,6,251,463
HS,4,MED,8,WEB,5,301,302
HS,3,LOW,7,REF,9,342,351
COL,6,LOW,5,WEB,3,157,194
GED,1,MED,0,WEB,4,199,388
HS,2,MED,2,FAIR,6,261,370
COL,2,MED,0,FAIR,7,212,314
HS,3,HIGH,0,WEB,3,306,422
HS,2,HIGH,0,WEB,6,230,363
COL,4,LOW,3,WEB,2,191,147
HS,1,MED,7,WEB,3,212,337
HS,1,MED,0,REF,5,290,358
HS,2,MED,2,WEB,4,198,431
COL,5,HIGH,0,REF,3,176,431
HS,3,MED,5,REF,7,139,289
COL,3,MED,5,WEB,3,203,323
COL,2,LOW,4,REF,2,163,227
HS,7,MED,3,WEB,9,237,330
HS,0,HIGH,3,FAIR,5,148,315
HS,2,MED,0,FAIR,7,377,328
GED,5,MED,5,REF,6,251,362
HS,0,MED,6,WEB,8,144,483
HS,5,MED,7,WEB,7,151,212
COL,3,HIGH,2,FAIR,2,331,398
HS,6,HIGH,0,WEB,5,111,218
HS,2,HIGH,0,FAIR,7,404,539
HS,6,HIGH,4,FAIR,3,270,458
HS,11,MED,0,REF,5,200,248
COL,5,HIGH,4,WEB,6,311,300
HS,2,MED,0,FAIR,9,243,406
COL,1,HIGH,0,WEB,8,301,559
HS,3,HIGH,5,WEB,4,333,383
COL,3,MED,0,WEB,1,190,212
GED,4,HIGH,7,REF,5,337,406
HS,2,HIGH,5,WEB,8,166,659
HS,2,LOW,5,WEB,8,137,263
HS,2,MED,0,WEB,2,298,259
COL,2,MED,3,FAIR,6,173,364
HS,10,LOW,4,WEB,3,178,176
COL,4,MED,3,WEB,4,138,332
HS,6,MED,5,WEB,5,266,203
COL,3,MED,0,WEB,9,230,235
HS,6,HIGH,0,FAIR,3,220,375
HS,6,HIGH,0,WEB,1,171,249
GED,5,HIGH,5,WEB,7,333,562
GED,1,MED,6,WEB,5,164,595
HS,1,MED,6,WEB,6,206,548
GED,2,LOW,0,WEB,5,194,220
HS,1,MED,5,WEB,7,179,477
HS,6,MED,5,WEB,7,296,458
HS,3,HIGH,7,FAIR,4,238,329
HS,3,HIGH,0,WEB,6,347,338
HS,2,HIGH,7,WEB,3,165,378
HS,1,LOW,7,REF,7,276,442
HS,1,MED,5,WEB,3,192,324
HS,5,LOW,3,FAIR,7,192,340
HS,2,LOW,8,WEB,8,239,364
COL,1,LOW,4,WEB,4,288,293
HS,4,HIGH,7,FAIR,5,267,428
HS,5,MED,0,WEB,7,165,218
HS,3,MED,4,FAIR,7,281,396
HS,3,MED,8,REF,3,177,391
HS,1,HIGH,0,REF,8,175,354
HS,2,MED,0,FAIR,4,311,255
HS,1,MED,2,WEB,7,263,383
HS,2,HIGH,0,FAIR,6,146,406
HS,5,LOW,0,WEB,6,213,260
HS,7,MED,14,FAIR,1,322,405
HS,3,MED,0,REF,3,359,458
